Authors	Journal	PMID	Pages	Volume	Year	Citation	Title	PMCID
MS Kimber, F Vallee, S Houston, A Necakov, T Skarina, E Evdokimova, S Beasley, D Christendat, A Savchenko, CH Arrowsmith, M Vedadi, M Gerstein, AM Edwards	Proteins	12784215	562-8	51	2003	(2003). <i>Proteins</i>&nbsp;51:562-8.	Data mining crystallization databases: knowledge-based approaches to optimize protein crystal screens.	
CS Goh, N Lan, N Echols, SM Douglas, D Milburn, P Bertone, R Xiao, LC Ma, D Zheng, Z Wunderlich, T Acton, GT Montelione, M Gerstein	Nucleic Acids Res	12771210	2833-8	31	2003	(2003). <i>Nucleic Acids Res</i>&nbsp;31:2833-8.	SPINE 2: a system for collaborative structural proteomics within a federated database framework.	PMC156730
Z Zhang, M Gerstein	Genomics	12706105	468-80	81	2003	(2003). <i>Genomics</i>&nbsp;81:468-80.	Identification and characterization of over 100 mitochondrial ribosomal protein pseudogenes in the human genome.	
M Snyder, M Gerstein	Science	12690176	258-60	300	2003	(2003). <i>Science</i>&nbsp;300:258-60.	Genomics. Defining genes in the genomics era.	
R Jansen, HJ Bussemaker, M Gerstein	Nucleic Acids Res	12682375	2242-51	31	2003	(2003). <i>Nucleic Acids Res</i>&nbsp;31:2242-51.	Revisiting the codon adaptation index from a whole-genome perspective: analyzing the relationship between gene expression and codon occurrence in yeast using a variety of models.	PMC153734
Y Kluger, R Basri, JT Chang, M Gerstein	Genome Res	12671006	703-16	13	2003	(2003). <i>Genome Res</i>&nbsp;13:703-16.	Spectral biclustering of microarray data: coclustering genes and conditions.	PMC430175
M Gerstein, A Edwards, CH Arrowsmith, GT Montelione	Science	12637721	1663	299	2003	(2003). <i>Science</i>&nbsp;299:1663.	Structural genomics: current progress.	
JL Rinn, G Euskirchen, P Bertone, R Martone, NM Luscombe, S Hartman, PM Harrison, FK Nelson, P Miller, M Gerstein, S Weissman, M Snyder	Genes Dev	12600945	529-40	17	2003	(2003). <i>Genes Dev</i>&nbsp;17:529-40.	The transcriptional activity of human Chromosome 22.	PMC195998
PM Harrison, D Milburn, Z Zhang, P Bertone, M Gerstein	Nucleic Acids Res	12560500	1033-7	31	2003	(2003). <i>Nucleic Acids Res</i>&nbsp;31:1033-7.	Identification of pseudogenes in the Drosophila melanogaster genome.	PMC149191
A Savchenko, A Yee, A Khachatryan, T Skarina, E Evdokimova, M Pavlova, A Semesi, J Northey, S Beasley, N Lan, R Das, M Gerstein, CH Arrowmith, AM Edwards	Proteins	12557182	392-9	50	2003	(2003). <i>Proteins</i>&nbsp;50:392-9.	Strategies for structural proteomics of prokaryotes: Quantifying the advantages of studying orthologous proteins and of using both NMR and X-ray crystallography approaches.	
N Lan, GT Montelione, M Gerstein	Curr Opin Chem Biol	12547426	44-54	7	2003	(2003). <i>Curr Opin Chem Biol</i>&nbsp;7:44-54.	Ontologies for proteomics: towards a systematic definition of structure and function that scales to the genome level.	
N Echols, D Milburn, M Gerstein	Nucleic Acids Res	12520056	478-82	31	2003	(2003). <i>Nucleic Acids Res</i>&nbsp;31:478-82.	MolMovDB: analysis and visualization of conformational change and structural flexibility.	PMC165551
J Tsai, M Gerstein	Bioinformatics	12117797	985-95	18	2002	(2002). <i>Bioinformatics</i>&nbsp;18:985-95.	Calculations of protein volumes: sensitivity analysis and parameter database.	
A Kumar, S Agarwal, JA Heyman, S Matson, M Heidtman, S Piccirillo, L Umansky, A Drawid, R Jansen, Y Liu, KH Cheung, P Miller, M Gerstein, GS Roeder, M Snyder	Genes Dev	11914276	707-19	16	2002	(2002). <i>Genes Dev</i>&nbsp;16:707-19.	Subcellular localization of the yeast proteome.	PMC155358
D Greenbaum, R Jansen, M Gerstein	Bioinformatics	12016056	585-96	18	2002	(2002). <i>Bioinformatics</i>&nbsp;18:585-96.	Analysis of mRNA expression and protein abundance data: an approach for the comparison of the enrichment of features in the cellular population of proteins and transcripts.	
H Hegyi, J Lin, D Greenbaum, M Gerstein	Proteins	11933060	126-41	47	2002	(2002). <i>Proteins</i>&nbsp;47:126-41.	Structural genomics analysis: characteristics of atypical, common, and horizontally transferred folds.	
P Harrison, A Kumar, N Lan, N Echols, M Snyder, M Gerstein	J Mol Biol	11866506	409-19	316	2002	(2002). <i>J Mol Biol</i>&nbsp;316:409-19.	A small reservoir of disabled ORFs in the yeast genome and its implications for the dynamics of proteome evolution.	
PM Harrison, M Gerstein	J Mol Biol	12083509	1155-74	318	2002	(2002). <i>J Mol Biol</i>&nbsp;318:1155-74.	Studying genomes through the aeons: protein families, pseudogenes and proteome evolution.	
PM Harrison, A Kumar, N Lang, M Snyder, M Gerstein	Nucleic Acids Res	11861898	1083-90	30	2002	(2002). <i>Nucleic Acids Res</i>&nbsp;30:1083-90.	A question of size: the eukaryotic proteome and the problems in defining it.	PMC101239
PM Harrison, H Hegyi, S Balasubramanian, NM Luscombe, P Bertone, N Echols, T Johnson, M Gerstein	Genome Res	11827946	272-80	12	2002	(2002). <i>Genome Res</i>&nbsp;12:272-80.	Molecular fossils in the human genome: identification and analysis of the pseudogenes in chromosomes 21 and 22.	PMC155275
R Jansen, D Greenbaum, M Gerstein	Genome Res	11779829	37-46	12	2002	(2002). <i>Genome Res</i>&nbsp;12:37-46.	Relating whole-genome expression data with protein-protein interactions.	PMC155252
M Gerstein, N Lan, R Jansen	Science	11786630	284-7	295	2002	(2002). <i>Science</i>&nbsp;295:284-7.	Proteomics. Integrating interactomes.	
R Jansen, N Lan, J Qian, M Gerstein	J Struct Funct Genomics	12836664	71-81	2	2003	(2003). <i>J Struct Funct Genomics</i>&nbsp;2:71-81.	Integration of genomic datasets to predict protein complexes in yeast.	
CE Horak, NM Luscombe, J Qian, P Bertone, S Piccirrillo, M Gerstein, M Snyder	Genes Dev	12464632	3017-33	16	2002	(2002). <i>Genes Dev</i>&nbsp;16:3017-33.	Complex transcriptional circuitry at the G1/S transition in Saccharomyces cerevisiae.	PMC187492
KH Cheung, K White, J Hager, M Gerstein, V Reinke, K Nelson, P Masiar, R Srivastava, Y Li, J Li, H Zhao, J Li, DB Allison, M Snyder, P Miller, K Williams	Proc AMIA Symp	12463803	140-4		2002	(2002). <i>Proc AMIA Symp</i>&nbsp;:140-4.	YMD: a microarray database for large-scale gene expression analysis.	PMC2244579
D Schneider, Y Liu, M Gerstein, DM Engelman	FEBS Lett	12459496	231-6	532	2002	(2002). <i>FEBS Lett</i>&nbsp;532:231-6.	Thermostability of membrane protein helix-helix interaction elucidated by statistical analysis.	
A Mateos, J Dopazo, R Jansen, Y Tu, M Gerstein, G Stolovitzky	Genome Res	12421757	1703-15	12	2002	(2002). <i>Genome Res</i>&nbsp;12:1703-15.	Systematic learning of gene functional classes from DNA array expression data by using multilayer perceptrons.	PMC187551
ZL Zhang, PM Harrison, M Gerstein	J Mol Biol	12417195	811-22	323	2002	(2002). <i>J Mol Biol</i>&nbsp;323:811-22.	Digging deep for ancient relics: a survey of protein motifs in the intergenic sequences of four eukaryotic genomes.	
J Lin, J Qian, D Greenbaum, P Bertone, R Das, N Echols, A Senes, B Stenger, M Gerstein	Nucleic Acids Res	12384605	4574-82	30	2002	(2002). <i>Nucleic Acids Res</i>&nbsp;30:4574-82.	GeneCensus: genome comparisons in terms of metabolic pathway activity and protein family sharing.	PMC137121
Z Lian, Y Kluger, DS Greenbaum, D Tuck, M Gerstein, N Berliner, SM Weissman, PE Newburger	Blood	12384419	3209-20	100	2002	(2002). <i>Blood</i>&nbsp;100:3209-20.	Genomic and proteomic analysis of the myeloid differentiation program: global analysis of gene expression during induced differentiation in the MPRO cell line.	
Y Liu, DM Engelman, M Gerstein	Genome Biol	12372142	research0054	3	2002	(2002). <i>Genome Biol</i>&nbsp;3:research0054.	Genomic analysis of membrane protein families: abundance and conserved motifs.	PMC134483
Z Zhang, P Harrison, M Gerstein	Genome Res	12368239	1466-82	12	2002	(2002). <i>Genome Res</i>&nbsp;12:1466-82.	Identification and analysis of over 2000 ribosomal protein pseudogenes in the human genome.	PMC187539
AM Edwards, B Kus, R Jansen, D Greenbaum, J Greenblatt, M Gerstein	Trends Genet	12350343	529-36	18	2002	(2002). <i>Trends Genet</i>&nbsp;18:529-36.	Bridging structural biology and genomics: assessing protein interaction data with known complexes.	
WG Krebs, V Alexandrov, CA Wilson, N Echols, H Yu, M Gerstein	Proteins	12211036	682-95	48	2002	(2002). <i>Proteins</i>&nbsp;48:682-95.	Normal mode analysis of macromolecular motions in a database framework: developing mode concentration as a useful classifying statistic.	
NM Luscombe, J Qian, Z Zhang, T Johnson, M Gerstein	Genome Biol	12186647	RESEARCH0040	3	2002	(2002). <i>Genome Biol</i>&nbsp;3:RESEARCH0040.	The dominance of the population by a selected few: power-law behaviour applies to a wide variety of genomic properties.	PMC126234
G Giaever, AM Chu, L Ni, C Connelly, L Riles, S V&#233;ronneau, S Dow, A Lucau-Danila, K Anderson, B Andr&#233;, AP Arkin, A Astromoff, M El-Bakkoury, R Bangham, R Benito, S Brachat, S Campanaro, M Curtiss, K Davis, A Deutschbauer, KD Entian, P Flaherty, F Foury, DJ Garfinkel, M Gerstein, D Gotte, U G&#252;ldener, JH Hegemann, S Hempel, Z Herman, DF Jaramillo, DE Kelly, SL Kelly, P K&#246;tter, D LaBonte, DC Lamb, N Lan, H Liang, H Liao, L Liu, C Luo, M Lussier, R Mao, P Menard, SL Ooi, JL Revuelta, CJ Roberts, M Rose, P Ross-Macdonald, B Scherens, G Schimmack, B Shafer, DD Shoemaker, S Sookhai-Mahadeo, RK Storms, JN Strathern, G Valle, M Voet, G Volckaert, CY Wang, TR Ward, J Wilhelmy, EA Winzeler, Y Yang, G Yen, E Youngman, K Yu, H Bussey, JD Boeke, M Snyder, P Philippsen, RW Davis, M Johnston	Nature	12140549	387-91	418	2002	(2002). <i>Nature</i>&nbsp;418:387-91.	Functional profiling of the Saccharomyces cerevisiae genome.	
S Balasubramanian, P Harrison, H Hegyi, P Bertone, N Luscombe, N Echols, P McGarvey, Z Zhang, M Gerstein	Pharmacogenomics	12052146	393-402	3	2002	(2002). <i>Pharmacogenomics</i>&nbsp;3:393-402.	SNPs on human chromosomes 21 and 22 -- analysis in terms of protein features and pseudogenes.	
N Echols, P Harrison, S Balasubramanian, NM Luscombe, P Bertone, Z Zhang, M Gerstein	Nucleic Acids Res	12034841	2515-23	30	2002	(2002). <i>Nucleic Acids Res</i>&nbsp;30:2515-23.	Comprehensive analysis of amino acid and nucleotide composition in eukaryotic genomes, comparing genes and pseudogenes.	PMC117176
CE Horak, MC Mahajan, NM Luscombe, M Gerstein, SM Weissman, M Snyder	Proc Natl Acad Sci U S A	11867748	2924-9	99	2002	(2002). <i>Proc Natl Acad Sci U S A</i>&nbsp;99:2924-9.	GATA-1 binding sites mapped in the beta-globin locus by using mammalian chIp-chip analysis.	PMC122449
Y Liu, NM Luscombe, V Alexandrov, P Bertone, P Harrison, Z Zhang, M Gerstein	Genome Biol	11864367	REPORTS4004	3	2002	(2002). <i>Genome Biol</i>&nbsp;3:REPORTS4004.	Structural genomics: a new era for pharmaceutical research.	PMC139010
A Kumar, PM Harrison, KH Cheung, N Lan, N Echols, P Bertone, P Miller, MB Gerstein, M Snyder	Nat Biotechnol	11753363	58-63	20	2001	(2001). <i>Nat Biotechnol</i>&nbsp;20:58-63.	An integrated approach for finding overlooked genes in yeast.	
J Qian, NM Luscombe, M Gerstein	J Mol Biol	11697896	673-81	313	2001	(2001). <i>J Mol Biol</i>&nbsp;313:673-81.	Protein family and fold occurrence in genomes: power-law behaviour and evolutionary model.	
J Qian, M Dolled-Filhart, J Lin, H Yu, M Gerstein	J Mol Biol	11743722	1053-66	314	2001	(2001). <i>J Mol Biol</i>&nbsp;314:1053-66.	Beyond synexpression relationships: local clustering of time-shifted and inverted gene expression profiles identifies new, biologically relevant interactions.	
H Hegyi, M Gerstein	Genome Res	11591640	1632-40	11	2001	(2001). <i>Genome Res</i>&nbsp;11:1632-40.	Annotation transfer for genomics: measuring functional divergence in multi-domain proteins.	PMC311165
NM Luscombe, D Greenbaum, M Gerstein	Methods Inf Med	11552348	346-58	40	2001	(2001). <i>Methods Inf Med</i>&nbsp;40:346-58.	What is bioinformatics? A proposed definition and overview of the field.	
R Das, J Junker, D Greenbaum, MB Gerstein	Pharmacogenomics J	11911438	115-25	1	2002	(2002). <i>Pharmacogenomics J</i>&nbsp;1:115-25.	Global perspectives on proteins: comparing genomes in terms of folds, pathways and beyond.	
H Zhu, M Bilgin, R Bangham, D Hall, A Casamayor, P Bertone, N Lan, R Jansen, S Bidlingmaier, T Houfek, T Mitchell, P Miller, RA Dean, M Gerstein, M Snyder	Science	11474067	2101-5	293	2001	(2001). <i>Science</i>&nbsp;293:2101-5.	Global analysis of protein activities using proteome chips.	
WK Olson, M Bansal, SK Burley, RE Dickerson, M Gerstein, SC Harvey, U Heinemann, XJ Lu, S Neidle, Z Shakked, H Sklenar, M Suzuki, CS Tung, E Westhof, C Wolberger, HM Berman	J Mol Biol	11601858	229-37	313	2001	(2001). <i>J Mol Biol</i>&nbsp;313:229-37.	A standard reference frame for the description of nucleic acid base-pair geometry.	
J Tsai, N Voss, M Gerstein	Bioinformatics	11673240	949-56	17	2001	(2001). <i>Bioinformatics</i>&nbsp;17:949-56.	Determining the minimum number of types necessary to represent the sizes of protein atoms.	
D Greenbaum, NM Luscombe, R Jansen, J Qian, M Gerstein	Genome Res	11544189	1463-8	11	2001	(2001). <i>Genome Res</i>&nbsp;11:1463-8.	Interrelating different types of genomic data, from proteome to secretome: 'oming in on function.	
P Bertone, M Gerstein	IEEE Eng Med Biol Mag	11494767	33-40	20	2001	(2001). <i>IEEE Eng Med Biol Mag</i>&nbsp;20:33-40.	Integrative data mining: the new direction in bioinformatics.	
Z Lian, L Wang, S Yamaga, W Bonds, Y Beazer-Barclay, Y Kluger, M Gerstein, PE Newburger, N Berliner, SM Weissman	Blood	11468144	513-24	98	2001	(2001). <i>Blood</i>&nbsp;98:513-24.	Genomic and proteomic analysis of the myeloid differentiation program.	
YV Subrahmanyam, S Yamaga, Y Prashar, HH Lee, NP Hoe, Y Kluger, M Gerstein, JD Goguen, PE Newburger, SM Weissman	Blood	11290611	2457-68	97	2001	(2001). <i>Blood</i>&nbsp;97:2457-68.	RNA expression patterns change dramatically in human neutrophils exposed to bacteria.	
P Bertone, Y Kluger, N Lan, D Zheng, D Christendat, A Yee, AM Edwards, CH Arrowsmith, GT Montelione, M Gerstein	Nucleic Acids Res	11433035	2884-98	29	2001	(2001). <i>Nucleic Acids Res</i>&nbsp;29:2884-98.	SPINE: an integrated tracking database and data mining approach for identifying feasible targets in high-throughput structural proteomics.	PMC55760
PM Harrison, N Echols, MB Gerstein	Nucleic Acids Res	11160906	818-30	29	2001	(2001). <i>Nucleic Acids Res</i>&nbsp;29:818-30.	Digging for dead genes: an analysis of the characteristics of the pseudogene population in the Caenorhabditis elegans genome.	PMC30377
J Qian, B Stenger, CA Wilson, J Lin, R Jansen, SA Teichmann, J Park, WG Krebs, H Yu, V Alexandrov, N Echols, M Gerstein	Nucleic Acids Res	11292848	1750-64	29	2001	(2001). <i>Nucleic Acids Res</i>&nbsp;29:1750-64.	PartsList: a web-based system for dynamically ranking protein folds based on disparate attributes, including whole-genome expression and interaction information.	PMC31319
M Gerstein	Nat Struct Biol	11104000	960-3	7 Suppl	2000	(2000). <i>Nat Struct Biol</i>&nbsp;7 Suppl:960-3.	Integrative database analysis in structural genomics.	
R Das, H Hegyi, M Gerstein	J Mol Microbiol Biotechnol	11075910	387-92	2	2001	(2001). <i>J Mol Microbiol Biotechnol</i>&nbsp;2:387-92.	Genome analyses of spirochetes: a study of the protein structures, functions and metabolic pathways in Treponema pallidum and Borrelia burgdorferi.	
D Christendat, A Yee, A Dharamsi, Y Kluger, M Gerstein, CH Arrowsmith, AM Edwards	Prog Biophys Mol Biol	11063779	339-45	73	2001	(2001). <i>Prog Biophys Mol Biol</i>&nbsp;73:339-45.	Structural proteomics: prospects for high throughput sample preparation.	
H Zhu, JF Klemic, S Chang, P Bertone, A Casamayor, KG Klemic, D Smith, M Gerstein, MA Reed, M Snyder	Nat Genet	11062466	283-9	26	2000	(2000). <i>Nat Genet</i>&nbsp;26:283-9.	Analysis of yeast protein kinases using protein chips.	
A Drawid, R Jansen, M Gerstein	Trends Genet	11050323	426-30	16	2000	(2000). <i>Trends Genet</i>&nbsp;16:426-30.	Genome-wide analysis relating expression level with protein subcellular localization.	
M Gerstein, R Jansen	Curr Opin Struct Biol	11042457	574-84	10	2000	(2000). <i>Curr Opin Struct Biol</i>&nbsp;10:574-84.	The current excitement in bioinformatics-analysis of whole-genome expression data: how does it relate to protein structure and function?	
R Das, M Gerstein	Funct Integr Genomics	11793224	76-88	1	2002	(2002). <i>Funct Integr Genomics</i>&nbsp;1:76-88.	The stability of thermophilic proteins: a study based on comprehensive genome comparison.	
GJ Naylor, M Gerstein	J Mol Evol	11029067	223-33	51	2000	(2000). <i>J Mol Evol</i>&nbsp;51:223-33.	Measuring shifts in function and evolutionary opportunity using variability profiles: a case study of the globins.	
D Christendat, A Yee, A Dharamsi, Y Kluger, A Savchenko, JR Cort, V Booth, CD Mackereth, V Saridakis, I Ekiel, G Kozlov, KL Maxwell, N Wu, LP McIntosh, K Gehring, MA Kennedy, AR Davidson, EF Pai, M Gerstein, AM Edwards, CH Arrowsmith	Nat Struct Biol	11017201	903-9	7	2000	(2000). <i>Nat Struct Biol</i>&nbsp;7:903-9.	Structural proteomics of an archaeon.	
A Drawid, M Gerstein	J Mol Biol	10966805	1059-75	301	2000	(2000). <i>J Mol Biol</i>&nbsp;301:1059-75.	A Bayesian system integrating expression data with sequence patterns for localizing proteins: comprehensive application to the yeast genome.	
S Balasubramanian, T Schneider, M Gerstein, L Regan	Nucleic Acids Res	10931922	3075-82	28	2000	(2000). <i>Nucleic Acids Res</i>&nbsp;28:3075-82.	Proteomics of Mycoplasma genitalium: identification and characterization of unannotated and atypical proteins in a small model genome.	PMC108442
M Gerstein, J Lin, H Hegyi	Pac Symp Biocomput	10902154	30-41		2000	(2000). <i>Pac Symp Biocomput</i>&nbsp;:30-41.	Protein folds in the worm genome.	
M Gerstein	Science	10858136	1590	288	2000	(2000). <i>Science</i>&nbsp;288:1590.	Annotation of the human genome.	
J Lin, M Gerstein	Genome Res	10854412	808-18	10	2000	(2000). <i>Genome Res</i>&nbsp;10:808-18.	Whole-genome trees based on the occurrence of folds and orthologs: implications for comparing genomes on different levels.	PMC310900
WG Krebs, M Gerstein	Nucleic Acids Res	10734184	1665-75	28	2000	(2000). <i>Nucleic Acids Res</i>&nbsp;28:1665-75.	The morph server: a standardized system for analyzing and visualizing macromolecular motions in a database framework.	PMC102811
A Senes, M Gerstein, DM Engelman	J Mol Biol	10677292	921-36	296	2000	(2000). <i>J Mol Biol</i>&nbsp;296:921-36.	Statistical analysis of amino acid patterns in transmembrane helices: the GxxxG motif occurs frequently and in association with beta-branched residues at neighboring positions.	
CA Wilson, J Kreychman, M Gerstein	J Mol Biol	10704319	233-49	297	2000	(2000). <i>J Mol Biol</i>&nbsp;297:233-49.	Assessing annotation transfer for genomics: quantifying the relations between protein sequence, structure and function through traditional and probabilistic scores.	
R Jansen, M Gerstein	Nucleic Acids Res	10684945	1481-8	28	2000	(2000). <i>Nucleic Acids Res</i>&nbsp;28:1481-8.	Analysis of the yeast transcriptome with structural and functional categories: characterizing highly expressed proteins.	PMC111042
P Ross-Macdonald, PS Coelho, T Roemer, S Agarwal, A Kumar, R Jansen, KH Cheung, A Sheehan, D Symoniatis, L Umansky, M Heidtman, FK Nelson, H Iwasaki, K Hager, M Gerstein, P Miller, GS Roeder, M Snyder	Nature	10586881	413-8	402	1999	(1999). <i>Nature</i>&nbsp;402:413-8.	Large-scale analysis of the yeast genome by transposon tagging and gene disruption.	
M Gerstein, C Chothia	Science	10523185	1682-3	285	1999	(1999). <i>Science</i>&nbsp;285:1682-3.	Perspectives: signal transduction. Proteins in motion.	
M Gerstein	Bioinformatics	10515701	429-31	15	1999	(1999). <i>Bioinformatics</i>&nbsp;15:429-31.	E-publishing on the Web: promises, pitfalls, and payoffs for bioinformatics.	
ES Brodkin, M Gerstein	N Engl J Med	10507925	1080; author reply 1081	341	1999	(1999). <i>N Engl J Med</i>&nbsp;341:1080; author reply 1081.	"E-biomed" and clinical research.	
J Tsai, R Taylor, C Chothia, M Gerstein	J Mol Biol	10388571	253-66	290	1999	(1999). <i>J Mol Biol</i>&nbsp;290:253-66.	The packing density in proteins: standard radii and volumes.	
SA Teichmann, C Chothia, M Gerstein	Curr Opin Struct Biol	10361097	390-9	9	1999	(1999). <i>Curr Opin Struct Biol</i>&nbsp;9:390-9.	Advances in structural genomics.	
M Gerstein	Nature	10335835	101	399	1999	(1999). <i>Nature</i>&nbsp;399:101.	Building the future of biocomputing.	
H Hegyi, M Gerstein	J Mol Biol	10329133	147-64	288	1999	(1999). <i>J Mol Biol</i>&nbsp;288:147-64.	The relationship between protein structure and function: a comprehensive survey with application to the yeast genome.	
M Gerstein	Nature	10078521	20	398	1999	(1999). <i>Nature</i>&nbsp;398:20.	Forging links in an electronic paper chain.	
M Gerstein, H Hegyi	FEMS Microbiol Rev	10357579	277-304	22	1999	(1999). <i>FEMS Microbiol Rev</i>&nbsp;22:277-304.	Comparing genomes in terms of protein structure: surveys of a finite parts list.	
M Gerstein	Fold Des	9889159	497-512	3	1999	(1999). <i>Fold Des</i>&nbsp;3:497-512.	How representative are the known structures of the proteins in a complete genome? A comprehensive structural census.	
M Gerstein	Proteins	9849936	518-34	33	1999	(1999). <i>Proteins</i>&nbsp;33:518-34.	Patterns of protein-fold usage in eight microbial genomes: a comprehensive structural census.	
M Gerstein, M Levitt	Sci Am	9841379	100-5	279	1998	(1998). <i>Sci Am</i>&nbsp;279:100-5.	Simulating water and the molecules of life.	
M Gerstein	Bioinformatics	9789096	707-14	14	1998	(1998). <i>Bioinformatics</i>&nbsp;14:707-14.	Measurement of the effectiveness of transitive sequence comparison, through a third 'intermediate' sequence.	
M Gerstein, W Krebs	Nucleic Acids Res	9722650	4280-90	26	1998	(1998). <i>Nucleic Acids Res</i>&nbsp;26:4280-90.	A database of macromolecular motions.	PMC147832
J Fu, M Gerstein, PR David, AL Gnatt, DA Bushnell, AM Edwards, RD Kornberg	J Mol Biol	9665838	317-22	280	1998	(1998). <i>J Mol Biol</i>&nbsp;280:317-22.	Repeated tertiary fold of RNA polymerase II and implications for DNA binding.	
M Levitt, M Gerstein	Proc Natl Acad Sci U S A	9600892	5913-20	95	1998	(1998). <i>Proc Natl Acad Sci U S A</i>&nbsp;95:5913-20.	A unified statistical framework for sequence comparison and structure comparison.	PMC34495
M Gerstein, M Levitt	Protein Sci	9521122	445-56	7	1998	(1998). <i>Protein Sci</i>&nbsp;7:445-56.	Comprehensive assessment of automatic structural alignment against a manual standard, the scop classification of proteins.	PMC2143933
M Gerstein	J Mol Biol	9417935	562-76	274	1998	(1998). <i>J Mol Biol</i>&nbsp;274:562-76.	A structural census of genomes: comparing bacterial, eukaryotic, and archaeal genomes in terms of protein structure.	
M Gerstein, M Levitt	Proc Natl Acad Sci U S A	9342336	11911-6	94	1997	(1997). <i>Proc Natl Acad Sci U S A</i>&nbsp;94:11911-6.	A structural census of the current population of protein sequences.	PMC23653
C Chothia, M Gerstein	Nature	9024652	579, 581	385	1997	(1997). <i>Nature</i>&nbsp;385:579, 581.	Protein evolution. How far can sequences diverge?	
M Levitt, M Gerstein, E Huang, S Subbiah, J Tsai	Annu Rev Biochem	9242917	549-79	66	1997	(1997). <i>Annu Rev Biochem</i>&nbsp;66:549-79.	Protein folding: the endgame.	
R Schmidt, M Gerstein, RB Altman	Protein Sci	9007997	246-8	6	1997	(1997). <i>Protein Sci</i>&nbsp;6:246-8.	LPFC: an Internet library of protein family core structures.	PMC2143520
M Gerstein, C Chothia	Proc Natl Acad Sci U S A	8816770	10167-72	93	1996	(1996). <i>Proc Natl Acad Sci U S A</i>&nbsp;93:10167-72.	Packing at the protein-water interface.	PMC38355
M Gerstein, M Levitt	Proc Int Conf Intell Syst Mol Biol	8877505	59-67	4	1997	(1997). <i>Proc Int Conf Intell Syst Mol Biol</i>&nbsp;4:59-67.	Using iterative dynamic programming to obtain accurate pairwise and multiple alignments of protein structures.	
M Gerstein, RB Altman	Comput Appl Biosci	8808580	633-44	11	1996	(1996). <i>Comput Appl Biosci</i>&nbsp;11:633-44.	Using a measure of structural variation to define a core for the globins.	
M Suzuki, M Gerstein	Proteins	8749848	525-35	23	1996	(1996). <i>Proteins</i>&nbsp;23:525-35.	Binding geometry of alpha-helices that recognize DNA.	
M Gerstein, RB Altman	J Mol Biol	7643385	161-75	251	1995	(1995). <i>J Mol Biol</i>&nbsp;251:161-75.	Average core structures and variability measures for protein families: application to the immunoglobulins.	
M Gerstein, J Tsai, M Levitt	J Mol Biol	7540695	955-66	249	1995	(1995). <i>J Mol Biol</i>&nbsp;249:955-66.	The volume of atoms on the protein surface: calculated from simulation, using Voronoi polyhedra.	
RB Altman, C Hughes, MB Gerstein	J Mol Graph	7577841	142-52, 109-2	13	1995	(1995). <i>J Mol Graph</i>&nbsp;13:142-52, 109-2.	Methods for displaying macromolecular structural uncertainty: application to the globins.	
M Suzuki, N Yagi, M Gerstein	Protein Eng	7567918	329-38	8	1995	(1995). <i>Protein Eng</i>&nbsp;8:329-38.	DNA recognition and superstructure formation by helix-turn-helix proteins.	
M Suzuki, SE Brenner, M Gerstein, N Yagi	Protein Eng	7567917	319-28	8	1995	(1995). <i>Protein Eng</i>&nbsp;8:319-28.	DNA recognition code of transcription factors.	
M Suzuki, M Gerstein, N Yagi	Nucleic Acids Res	8078776	3397-405	22	1994	(1994). <i>Nucleic Acids Res</i>&nbsp;22:3397-405.	Stereochemical basis of DNA recognition by Zn fingers.	PMC523735
Y Harpaz, M Gerstein, C Chothia	Structure	7922041	641-9	2	1994	(1994). <i>Structure</i>&nbsp;2:641-9.	Volume changes on protein folding.	
M Gerstein, AM Lesk, C Chothia	Biochemistry	8204609	6739-49	33	1994	(1994). <i>Biochemistry</i>&nbsp;33:6739-49.	Structural mechanisms for domain movements in proteins.	
M Suzuki, D Neuhaus, M Gerstein, S Aimoto	Protein Eng	8029203	461-70	7	1994	(1994). <i>Protein Eng</i>&nbsp;7:461-70.	Solution structure of the DNA binding octapeptide repeat of the K10 gene product.	
M Gerstein, EL Sonnhammer, C Chothia	J Mol Biol	8120887	1067-78	236	1994	(1994). <i>J Mol Biol</i>&nbsp;236:1067-78.	Volume changes in protein evolution.	
RB Altman, M Gerstein	Proc Int Conf Intell Syst Mol Biol	7584390	19-27	2	1995	(1995). <i>Proc Int Conf Intell Syst Mol Biol</i>&nbsp;2:19-27.	Finding an average core structure: application to the globins.	
M Gerstein, BF Anderson, GE Norris, EN Baker, AM Lesk, C Chothia	J Mol Biol	8230220	357-72	234	1993	(1993). <i>J Mol Biol</i>&nbsp;234:357-72.	Domain closure in lactoferrin. Two hinges produce a see-saw motion between alternative close-packed interfaces.	
M Suzuki, M Gerstein, T Johnson	Protein Eng	8234227	565-74	6	1993	(1993). <i>Protein Eng</i>&nbsp;6:565-74.	An NMR study on the DNA-binding SPKK motif and a model for its interaction with DNA.	
M Gerstein, RM Lynden-Bell	J Mol Biol	8464069	641-50	230	1993	(1993). <i>J Mol Biol</i>&nbsp;230:641-50.	What is the natural boundary of a protein in solution?	
M Gerstein, G Schulz, C Chothia	J Mol Biol	8429559	494-501	229	1993	(1993). <i>J Mol Biol</i>&nbsp;229:494-501.	Domain closure in adenylate kinase. Joints on either side of two helices close like neighboring fingers.	
